 station_train_code,departure_destination_station,train_number
G1222,沈阳北-宁波,2000G12220B
G1223,沈阳北-宁波,2000G12220B
G1224,宁波-沈阳北,e000G122401
G1225,苍南-沈阳北,j000G1228A0
G1226,沈阳北-苍南,2000G12260F
G1227,沈阳北-苍南,2000G12260F
G1228,苍南-沈阳北,j000G1228A0
G1229,上海虹桥-丹东,l000G1232C0
G1230,丹东-上海虹桥,2000G12300E
G1231,丹东-上海虹桥,2000G12300E
G1232,上海虹桥-丹东,l000G1232C0
G1233,上海虹桥-长春西,l000G1236A0
G1234,长春西-上海虹桥,g000G123401
G1235,长春西-上海虹桥,g000G123401
G1236,上海虹桥-长春西,l000G1236A0
G1237,石家庄-佳木斯,6000G124005
G1238,佳木斯-石家庄,2000G123801
G1239,佳木斯-石家庄,2000G123801
G1240,石家庄-佳木斯,6000G124005
G1241,济南-长春西,7000G124460
G1242,长春西-济南西,g000G124200
G1243,长春西-济南西,g000G124200
G1244,济南-长春西,7000G124460
G1245,青岛北-齐齐哈尔南,9000G124870
G1246,齐齐哈尔南-青岛北,4000G124600
G1247,齐齐哈尔南-青岛北,4000G124600
G1248,青岛北-齐齐哈尔南,9000G124870
G1251,大连北-上海虹桥,g000G125102
G1252,上海虹桥-大连北,l000G125281
G1253,上海虹桥-大连北,l000G125281
G1254,大连北-上海虹桥,g000G125102
G1255,上海虹桥-长春西,l000G1258C0
G1256,长春西-上海虹桥,g000G125602
G1257,长春西-上海虹桥,g000G125602
G1258,上海虹桥-长春西,l000G1258C0
G1261,郑州东-齐齐哈尔南,8000G126407
G1262,齐齐哈尔南-郑州东,4000G126202
G1263,齐齐哈尔南-郑州东,4000G126202
G1264,郑州东-齐齐哈尔南,8000G126407
G1265,青岛北-长春西,9000G126810
G1266,长春西-青岛北,g000G126600
G1267,长春西-青岛北,g000G126600
G1268,青岛北-长春西,9000G126810
G1271,武汉-沈阳南,e000G12740B
G1272,沈阳南-武汉,2000G127210
G1273,沈阳南-武汉,2000G127210
G1274,武汉-沈阳南,e000G12740B
G1275,武汉-哈尔滨西,e000G127808
G1276,哈尔滨西-武汉,h000G127605
G1277,哈尔滨西-武汉,h000G127605
G1278,武汉-哈尔滨西,e000G127808
G1281,沈阳北-重庆西,2000G128409
G1282,重庆西-沈阳北,7000G128200
G1283,重庆西-沈阳北,7000G128200
G1284,沈阳北-重庆西,2000G128409
G1285,沈阳北-郑州东,2000G128808
G1286,郑州东-沈阳北,8000G12860D
G1287,郑州东-沈阳北,8000G12860D
G1288,沈阳北-郑州东,2000G128808
G1289,长春西-长沙南,g000G129200
G1290,长沙南-长春西,c000G129010
G1291,长沙南-长春西,c000G129010
G1292,长春西-长沙南,g000G129200
G1293,大连北-西安北,g000G129304
G1294,西安北-大连北,f000G12940A
G1295,西安北-大连北,f000G12940A
G1296,大连北-西安北,g000G129304
G1297,沈阳-石家庄,2000G130007
G1298,石家庄-沈阳,6000G129807
G1299,石家庄-沈阳,6000G129807
G1300,沈阳-石家庄,2000G130007
G1301,上海虹桥-广州南,l000G130161
G1304,广州南-上海虹桥,c000G130406
G1305,上海虹桥-广州南,l000G130541
G1306,广州南-上海虹桥,c000G130609
G1311,重庆北-深圳北,7000G131407
G1312,深圳北-重庆北,i000G13120A
G1313,深圳北-重庆北,i000G13120A
G1314,重庆北-深圳北,7000G131407
G1321,上海虹桥-贵阳北,l000G132160
G1322,贵阳北-上海虹桥,8000G132209
G1328,贵阳北-上海虹桥,8000G132805
G1329,上海虹桥-贵阳北,l000G132905
G1331,杭州东-贵阳北,6000G133105
G1332,贵阳北-杭州东,8000G133206
G1333,上海虹桥-重庆西,l000G133302
G1334,重庆西-上海虹桥,7000G133505
G1335,重庆西-上海虹桥,7000G133505
G1336,上海虹桥-重庆西,l000G133302
G1337,上海虹桥-重庆西,l000G133740
G1338,重庆西-上海虹桥,7000G133910
G1339,重庆西-上海虹桥,7000G133910
G1340,上海虹桥-重庆西,l000G133740
G1341,上海虹桥-长沙南,l000G1341A0
G1342,长沙南-上海虹桥,c000G13420C
G1344,长沙南-上海虹桥,c000G13440B
G1346,长沙南-上海虹桥,c000G134608
G1347,上海虹桥-长沙南,l000G134761
G1348,长沙南-上海虹桥,c000G134805
G1349,上海虹桥-长沙南,l000G134933
G1350,长沙南-上海虹桥,c000G13500A
G1352,长沙南-上海虹桥,c000G13520B
G1353,上海虹桥-长沙南,l000G135370
G1354,长沙南-上海虹桥,c000G13540C
G1355,上海虹桥-长沙南,l000G135540
G1356,长沙南-上海虹桥,c000G13560B
G1357,上海虹桥-长沙南,l000G135702
G1359,上海虹桥-长沙南,l000G135961
G1361,上海虹桥-长沙南,l000G136104
G1362,长沙南-上海虹桥,c000G13620C
G1363,上海虹桥-长沙南,l000G136351
G1364,长沙南-上海虹桥,c000G136409
G1365,上海虹桥-长沙南,l000G136570
G1369,上海虹桥-怀化南,l000G136930
G1370,怀化南-上海虹桥,1000G137004
G1371,上海虹桥-昆明南,l000G137170
G1372,昆明南-上海虹桥,0000G13720B
G1373,上海虹桥-昆明南,l000G1373A0
G1374,昆明南-上海虹桥,0000G13740F
G1375,上海虹桥-昆明南,l000G137570
G1376,昆明南-上海虹桥,0000G13760A
G1377,南京南-昆明南,l000G137752
G1378,昆明南-南京南,0000G137807
G1379,南京南-昆明南,l000G137903
G1380,昆明南-南京南,0000G138006
G1382,南昌-上海虹桥,7000G138202
G1383,上海虹桥-南昌西,l000G138390
G1384,南昌西-上海虹桥,u000G13840C
G1387,上海虹桥-南昌西,l000G138741
G1388,南昌西-上海虹桥,u000G13880A
G1389,上海虹桥-南昌,l000G138940
G1390,南昌-上海虹桥,7000G139003
G1391,杭州东-昆明南,6000G139110
G1392,昆明南-杭州东,0000G139201
G1393,上海虹桥-九江,l000G139362
G1394,南昌-上海虹桥,7000G139405
G1395,上海虹桥-南昌西,l000G139540
G1401,南昌西-广州南,u000G140109
G1402,广州南-上饶,c000G14020A
G1403,杭州东-广州南,6000G140303
G1404,广州南-杭州东,c000G140408
G1405,上饶-广州南,7000G14050D
G1406,广州南-南昌西,c000G14060A
G1407,南昌西-广州南,u000G140706
G1408,广州南-南昌西,c000G140801
G1415,长沙南-宁波,c000G141809
G1416,宁波-长沙南,e000G141660
G1417,宁波-长沙南,e000G141660
G1418,长沙南-宁波,c000G141809
G1421,嘉兴南-玉溪,q000G142100
G1422,玉溪-嘉兴南,4000G142210
G1431,长沙南-宁波,c000G143406
G1432,宁波-长沙南,e000G143201
G1433,宁波-长沙南,e000G143201
G1434,长沙南-宁波,c000G143406
G1451,杭州东-南昌西,6000G145113
G1452,九江-杭州东,7000G145200
G1457,萍乡北-温州南,w000G146003
G1458,温州南-萍乡北,j000G145802
G1459,温州南-萍乡北,j000G145802
G1460,萍乡北-温州南,w000G146003
G1461,杭州东-南昌西,6000G146111
G1462,南昌西-杭州东,u000G146205
G1479,九江-长沙南,7000G147902
G1480,长沙南-九江,c000G148001
G1481,南京南-贵阳北,l000G148161
G1482,长沙南-南京南,c000G14820B
G1483,南京南-长沙南,l000G148341
G1484,贵阳北-南京南,8000G148408
G1492,南昌-南京南,7000G149201
G1493,南京南-南昌西,l000G149351
G1495,南京南-南昌,l000G149520
G1496,南昌西-南京南,u000G149603
G1501,上海虹桥-南宁东,l000G150102
G1502,南宁东-上海虹桥,1000G15020B
G1503,南京南-南宁东,l000G150303
G1504,南宁东-南京南,1000G15040A
G1505,南京南-南宁东,l000G150512
G1506,南宁东-南京南,1000G150608
G1509,南京南-三明,l000G150961
G1510,三明-南京南,z000G151002
G1511,南昌西-昆明南,u000G151105
G1514,昆明南-南昌西,0000G151406
G1521,武汉-贵阳北,e000G152104
G1524,贵阳北-武汉,8000G152402
G1525,武汉-昆明南,e000G152503
G1526,昆明南-武汉,0000G152605
G1532,贵阳北-徐州东,8000G153207
G1533,徐州东-贵阳北,l000G153301
G1535,郑州东-玉溪,8000G153507
G1536,玉溪-郑州东,4000G153605
G1537,郑州东-昆明南,8000G153707
G1538,昆明南-郑州东,0000G153805
G1539,南京南-昆明南,l000G153902
G1540,昆明南-南京南,0000G154001
G1545,南京南-南宁东,l000G154510
G1546,南宁东-南京南,1000G154606
G1558,开封北-北京西,8000G155902
G1559,开封北-北京西,8000G155902
G1560,商丘-北京西,8000G156102
G1561,商丘-北京西,8000G156102
G1563,北京西-郑州东,4000G156303
G1564,郑州东-北京西,8000G156403
G1567,北京南-商丘,4000G156709
G1568,商丘-北京南,8000G156804
G1571,北京西-郑州东,4000G157102
G1572,郑州东-北京西,8000G157210
G1581,九江-常州北,7000G15810A
G1582,常州北-九江,l000G158301
G1583,常州北-九江,l000G158301
G1584,九江-常州北,7000G15810A
G1601,合肥南-深圳北,i000G160105
G1602,深圳北-合肥南,i000G160206
G1603,南京南-深圳北,l000G160300
G1604,深圳北-南京南,i000G160400
G1607,广州南-福州,c000G160702
G1608,福州-广州南,8000G160906
G1609,福州-广州南,8000G160906
G1610,广州南-福州,c000G160702
G1611,合肥南-厦门北,i000G161131
G1612,厦门北-合肥南,n000G161208
G1613,厦门-长沙南,8000G161600
G1614,长沙南-厦门,c000G161400
G1615,长沙南-厦门,c000G161400
G1616,厦门-长沙南,8000G161600
G1619,合肥南-南昌西,i000G161930
G1620,南昌西-合肥南,u000G162007
G1625,福州-长沙南,8000G162800
G1626,长沙南-福州,c000G162600
G1627,长沙南-福州,c000G162600
G1628,福州-长沙南,8000G162800
G1631,上海虹桥-福州,l000G163124
G1632,福州-上海虹桥,8000G16320B
G1633,上海虹桥-福州,l000G163341
G1634,福州-上海虹桥,8000G163408
G1635,上海虹桥-福州,l000G163520
G1636,福州-上海虹桥,8000G163606
G1637,上海虹桥-福州,l000G163740
G1638,福州-上海虹桥,8000G163806
G1639,上海虹桥-福州,l000G163941
G1640,福州-上海虹桥,8000G164007
G1641,杭州东-福州,6000G164110
G1642,福州-杭州东,8000G164204
G1643,武汉-福州,e000G164301
G1644,福州-武汉,8000G164401
G1645,福州-武汉,8000G164401
G1646,武汉-福州,e000G164301
G1647,武汉-福州,e000G164704
G1648,福州南-武汉,n000G164804
G1649,福州南-武汉,n000G164804
G1650,武汉-福州,e000G164704
G1651,上海虹桥-厦门北,l000G165133
G1652,厦门-上海虹桥,8000G165200
G1653,上海虹桥-厦门北,l000G165343
G1654,厦门北-上海虹桥,n000G16540E
G1655,上海虹桥-厦门北,l000G165525
G1656,厦门北-上海虹桥,n000G16560B
G1657,上海虹桥-厦门北,l000G165740
G1658,厦门北-上海虹桥,n000G16580D
G1659,上海虹桥-厦门,l000G165950
G1660,厦门北-上海虹桥,n000G16600E
G1661,蚌埠南-龙岩,l000G166150
G1662,龙岩-蚌埠南,c000G16630E
G1663,龙岩-蚌埠南,c000G16630E
G1664,蚌埠南-龙岩,l000G166150
G1665,徐州东-南昌西,l000G166520
G1666,南昌西-徐州东,u000G166605
G1667,南京南-厦门北,l000G166700
G1668,厦门北-南京南,n000G166806
G1669,徐州东-厦门北,l000G166910
G1670,厦门北-徐州东,n000G167005
G1672,福州-南京南,8000G167208
G1673,上海虹桥-厦门北,l000G167331
G1674,厦门北-上海虹桥,n000G167405
G1675,南京南-厦门北,l000G167560
G1676,厦门-南京南,8000G167600
G1677,南京南-福州,l000G167720
G1679,杭州东-厦门,6000G167901
G1680,厦门-杭州东,8000G16800K
G1681,厦门-昆明南,8000G168400
G1682,昆明南-厦门,0000G168210
G1683,昆明南-厦门,0000G168210
G1684,厦门-昆明南,8000G168400
G1685,厦门北-贵阳北,n000G16880C
G1686,贵阳北-厦门北,8000G168606
G1687,贵阳北-厦门北,8000G168606
G1688,厦门北-贵阳北,n000G16880C
G1689,上海虹桥-武夷山东,l000G168900
G1690,武夷山东-上海虹桥,y000G169004
G1691,厦门北-长沙南,n000G16940E
G1692,长沙南-厦门北,c000G169208
G1693,长沙南-厦门北,c000G169208
G1694,厦门北-长沙南,n000G16940E
G1695,福州-昆明南,8000G169805
G1696,昆明南-福州,0000G169605
G1697,昆明南-福州,0000G169605
G1698,福州-昆明南,8000G169805
G1701,秦皇岛-成都东,5000G170408
G1702,成都东-秦皇岛,6000G170203
G1703,成都东-秦皇岛,6000G170203
G1704,秦皇岛-成都东,5000G170408
G1709,天津西-重庆西,5000G17090E
G1710,重庆西-天津西,7000G171001
G1711,天津西-西安北,5000G171107
G1712,西安北-天津西,f000G171206
G1713,天津西-兰州西,5000G171300
G1714,兰州西-天津西,d000G171400
G1715,驻马店西-上海虹桥,9000G171503
G1716,上海虹桥-驻马店西,l000G171603
G1717,上海虹桥-驻马店西,l000G171603
G1718,驻马店西-上海虹桥,9000G171503
G1719,武汉-上海虹桥,e000G172202
G1720,上海虹桥-武汉,l000G172002
G1721,上海虹桥-武汉,l000G172002
G1722,武汉-上海虹桥,e000G172202
G1723,汉口-上海虹桥,9000G172600
G1724,上海虹桥-汉口,l000G172403
G1725,上海虹桥-汉口,l000G172403
G1726,汉口-上海虹桥,9000G172600
G1727,大冶北-上海虹桥,9000G173001
G1728,上海虹桥-大冶北,l000G172810
G1729,上海虹桥-大冶北,l000G172810
G1730,大冶北-上海虹桥,9000G173001
G1731,济南东-温州南,7000G173400
G1732,温州南-济南东,j000G173203
G1733,温州南-济南东,j000G173203
G1734,济南东-温州南,7000G173400
G1735,武汉-上海虹桥,e000G173807
G1736,上海虹桥-武汉,l000G173620
G1737,上海虹桥-武汉,l000G173620
G1738,武汉-上海虹桥,e000G173807
G1741,徐州东-长沙南,l000G174120
G1742,长沙南-徐州东,c000G174205
G1743,南京南-广州南,l000G174350
G1744,广州南-南京南,c000G174406
G1745,合肥南-长沙南,i000G174511
G1746,长沙南-合肥南,c000G174604
G1747,蚌埠南-广州南,l000G174720
G1748,广州南-蚌埠南,c000G174803
G1751,厦门北-昆明南,n000G175400
G1752,昆明南-厦门北,0000G175200
G1753,昆明南-厦门北,0000G175200
G1754,厦门北-昆明南,n000G175400
G1755,成都东-福州南,6000G175500
G1756,福州-成都东,8000G175610
G1757,福州-成都东,8000G175610
G1758,成都东-福州南,6000G175500
G1759,南昌西-重庆西,u000G175902
G1760,重庆西-南昌西,7000G176101
G1761,重庆西-南昌西,7000G176101
G1762,南昌西-重庆西,u000G175902
G1763,武汉-上海虹桥,e000G176600
G1764,上海虹桥-武汉,l000G176400
G1765,上海虹桥-武汉,l000G176400
G1766,武汉-上海虹桥,e000G176600
G1767,汉口-上海虹桥,9000G177002
G1768,上海虹桥-汉口,l000G176802
G1769,上海虹桥-汉口,l000G176802
G1770,汉口-上海虹桥,9000G177002
G1771,长沙南-上海虹桥,c000G177401
G1772,上海虹桥-长沙南,l000G177230
G1773,上海虹桥-长沙南,l000G177230
G1774,长沙南-上海虹桥,c000G177401
G1775,长沙南-上海虹桥,c000G177800
G1776,上海虹桥-长沙南,l000G177630
G1777,上海虹桥-长沙南,l000G177630
G1778,长沙南-上海虹桥,c000G177800
G1802,上海虹桥-郑州东,l000G180203
G1803,上海虹桥-郑州东,l000G180203
G1805,许昌东-上海虹桥,8000G180806
G1806,上海虹桥-郑州东,l000G180620
G1807,上海虹桥-郑州东,l000G180620
G1808,许昌东-上海虹桥,8000G180806
G1809,洛阳龙门-上海虹桥,b000G181204
G1810,上海虹桥-焦作,l000G181032
G1811,上海虹桥-焦作,l000G181032
G1812,洛阳龙门-上海虹桥,b000G181204
G1813,安阳东-上海虹桥,8000G181306
G1814,上海虹桥-郑州东,l000G181421
G1815,上海虹桥-郑州东,l000G181421
G1816,安阳东-上海虹桥,8000G181306
G1817,郑州东-上海虹桥,8000G18200A
G1818,上海虹桥-郑州东,l000G181812
G1819,上海虹桥-郑州东,l000G181812
G1820,郑州东-上海虹桥,8000G18200A
G1821,焦作-上海虹桥,8000G182106
G1822,上海虹桥-洛阳龙门,l000G182222
G1823,上海虹桥-洛阳龙门,l000G182222
G1824,焦作-上海虹桥,8000G182106
G1825,郑州东-上海虹桥,8000G182806
G1828,郑州东-上海虹桥,8000G182806
G1831,济南西-重庆西,p000G183105
G1832,重庆西-济南西,7000G183205
G1833,济南西-兰州西,p000G183303
G1834,兰州西-济南西,d000G183405
G1835,青岛-重庆西,9000G183820
G1836,重庆西-青岛,7000G183610
G1837,重庆西-青岛,7000G183610
G1838,青岛-重庆西,9000G183820
G1839,青岛北-兰州西,9000G184230
G1840,兰州西-青岛北,d000G184001
G1841,兰州西-青岛北,d000G184001
G1842,青岛北-兰州西,9000G184230
G1843,荣成-西安北,9000G184606
G1844,西安北-荣成,f000G184409
G1845,西安北-荣成,f000G184409
G1846,荣成-西安北,9000G184606
G1847,烟台-长沙南,9000G185009
G1848,长沙南-烟台,c000G184807
G1849,长沙南-烟台,c000G184807
G1850,烟台-长沙南,9000G185009
G1851,青岛-郑州东,9000G185410
G1852,郑州东-青岛,8000G185210
G1853,郑州东-青岛,8000G185210
G1854,青岛-郑州东,9000G185410
G1855,青岛北-西安北,9000G185805
G1856,西安北-青岛北,f000G18560C
G1857,西安北-青岛北,f000G18560C
G1858,青岛北-西安北,9000G185805
G1861,太原南-杭州东,7000G186402
G1862,杭州东-太原南,6000G186250
G1863,杭州东-太原南,6000G186250
G1864,太原南-杭州东,7000G186402
G1865,郑州东-宁波,8000G186807
G1866,宁波-郑州东,e000G186621
G1867,宁波-郑州东,e000G186621
G1868,郑州东-宁波,8000G186807
G1869,郑州东-杭州,8000G187210
G1870,杭州-郑州东,6000G187020
G1871,杭州-郑州东,6000G187020
G1872,郑州东-杭州,8000G187210
G1873,兰州西-杭州东,d000G187604
G1874,杭州东-兰州西,6000G187442
G1875,杭州东-兰州西,6000G187442
G1876,兰州西-杭州东,d000G187604
G1877,西安北-合肥南,f000G188008
G1878,合肥南-西安北,i000G187802
G1879,合肥南-西安北,i000G187802
G1880,西安北-合肥南,f000G188008
G1881,西安北-金华南,f000G188408
G1882,金华南-西安北,a000G188221
G1883,金华南-西安北,a000G188221
G1884,西安北-金华南,f000G188408
G1885,重庆西-南京南,7000G188800
G1886,南京南-重庆西,l000G188660
G1887,南京南-重庆西,l000G188660
G1888,重庆西-南京南,7000G188800
G1889,郑州东-杭州,8000G189240
G1890,杭州-郑州东,6000G189020
G1891,杭州-郑州东,6000G189020
G1892,郑州东-杭州,8000G189240
G1893,西安北-温州南,f000G18960A
G1894,温州南-西安北,j000G189450
G1895,温州南-西安北,j000G189450
G1896,西安北-温州南,f000G18960A
G1897,西安北-义乌,f000G19000B
G1898,义乌-西安北,6000G189860
G1899,义乌-西安北,6000G189860
G1900,西安北-义乌,f000G19000B
G1901,兰州西-福州,d000G190400
G1902,福州-兰州西,8000G190220
G1903,福州-兰州西,8000G190220
G1904,兰州西-福州,d000G190400
G1905,郑州东-福州,8000G190803
G1906,福州-郑州东,8000G190605
G1907,福州-郑州东,8000G190605
G1908,郑州东-福州,8000G190803
G1911,西安北-上海虹桥,f000G191406
G1914,西安北-上海虹桥,f000G191406
G1915,西安北-上海虹桥,f000G19180C
G1918,西安北-上海虹桥,f000G19180C
G1919,西安北-上海虹桥,f000G192209
G1920,上海虹桥-西安北,l000G192043
G1921,上海虹桥-西安北,l000G192043
G1922,西安北-上海虹桥,f000G192209
G1923,西安北-上海虹桥,f000G19260E
G1924,上海虹桥-西安北,l000G192430
G1925,上海虹桥-西安北,l000G192430
G1926,西安北-上海虹桥,f000G19260E
G1928,上海虹桥-西安北,l000G192831
G1929,上海虹桥-西安北,l000G192831
G1932,上海虹桥-西安北,l000G193221
G1933,上海虹桥-西安北,l000G193221
G1935,西安北-上海虹桥,f000G19380F
G1936,上海虹桥-西安北,l000G193630
