 station_train_code,departure_destination_station,train_number
G38,南昌西-北京南,u00000G380K
G39,北京南-杭州东,400000G390A
G40,千岛湖-北京南,600000G4070
G41,北京南-杭州东,400000G410N
G42,杭州东-北京南,600000G4200
G43,北京南-杭州东,400000G430C
G44,杭州东-北京南,600000G4400
G45,北京南-江山,400000G4506
G46,江山-北京南,600000G4650
G47,大连北-哈尔滨西,g00000G4705
G48,哈尔滨西-大连北,h00000G4803
G49,大连北-哈尔滨西,g00000G4904
G50,哈尔滨西-大连北,h00000G5005
G51,天津西-宁波,500000G510S
G52,宁波-天津西,e00000G5234
G53,石家庄-上海虹桥,600000G5301
G54,上海虹桥-石家庄,l00000G5410
G55,北京南-福州,400000G550I
G56,福州-北京南,800000G560K
G57,北京南-宁波,400000G570E
G58,台州-北京南,j00000G5810
G59,北京南-台州,400000G5920
G60,宁波-北京南,e00000G6023
G61,济南西-南昌西,p00000G610C
G62,南昌西-济南西,u00000G620G
G63,济南-温州南,700000G630A
G64,温州南-济南西,j00000G6420
G65,北京西-珠海,400000G6510
G66,广州南-北京西,c00000G6605
G67,北京西-广州南,400000G670L
G68,珠海-北京西,e00000G6800
G69,北京西-广州南,400000G690F
G70,广州南-北京西,c00000G700E
G71,北京西-福田,400000G710U
G72,福田-北京西,i00000G720F
G73,安阳东-深圳北,800000G730C
G74,深圳北-郑州东,i00000G740C
G75,焦作-深圳北,800000G750B
G76,深圳北-郑州东,i00000G7608
G77,武汉-深圳北,e00000G7704
G78,深圳北-武汉,i00000G7807
G79,北京西-香港西九龙,400000G790G
G81,北京西-贵阳北,400000G810J
G82,贵阳北-北京西,800000G8201
G83,北京西-长沙南,400000G830S
G84,邵阳-北京西,200000G8400
G85,上海虹桥-广州南,l00000G8530
G86,广州南-上海虹桥,c00000G8609
G87,北京西-西安北,400000G8707
G88,西安北-北京西,f00000G880B
G89,北京西-成都东,400000G890C
G90,成都东-北京西,600000G9000
G91,北京西-太原南,400000G910B
G92,太原南-北京西,700000G9215
G93,郑州东-广州南,800000G9306
G94,广州南-郑州东,c00000G940E
G95,西安北-广州南,f00000G980G
G96,广州南-兰州西,c00000G960E
G97,广州南-兰州西,c00000G960E
G98,西安北-广州南,f00000G980G
G99,上海虹桥-香港西九龙,l00000G9904
G101,北京南-上海虹桥,40000G1010N
G102,上海虹桥-北京南,l0000G10200
G104,上海虹桥-北京南,l0000G10470
G105,北京南-上海虹桥,40000G1050M
G106,上海虹桥-北京南,l0000G106A3
G107,北京南-上海虹桥,40000G1070J
G108,上海虹桥-北京南,l0000G10880
G110,嘉兴南-北京南,q0000G11000
G111,北京南-上海虹桥,40000G11111
G112,上海虹桥-北京南,l0000G11296
G113,北京南-上海虹桥,40000G1130V
G114,上海虹桥-北京南,l0000G11480
G115,北京南-上海虹桥,40000G11518
G116,上海虹桥-北京南,l0000G11681
G117,北京南-上海虹桥,40000G1170V
G118,上海虹桥-北京南,l0000G11891
G119,北京南-上海虹桥,40000G1190K
G120,上海虹桥-北京南,l0000G120S0
G121,北京南-上海虹桥,40000G1210T
G122,上海虹桥-北京南,l0000G122B0
G124,上海虹桥-北京南,l0000G124W1
G125,北京南-上海虹桥,40000G1251J
G126,上海虹桥-北京南,l0000G12601
G128,上海虹桥-北京南,l0000G128Q1
G129,北京南-上海,40000G1290X
G130,上海-北京南,50000G13000
G131,北京南-上海虹桥,40000G1310Q
G132,上海虹桥-北京南,l0000G132E0
G133,北京南-上海虹桥,40000G1330I
G134,上海虹桥-北京南,l0000G134B1
G135,北京南-上海虹桥,40000G1350F
G137,北京南-上海虹桥,40000G1370U
G138,上海虹桥-北京南,l0000G13861
G139,北京南-上海虹桥,40000G1390Z
G140,上海虹桥-北京南,l0000G14051
G141,北京南-上海虹桥,40000G1410K
G142,上海虹桥-北京南,l0000G14262
G143,北京南-上海虹桥,40000G1430R
G145,北京南-上海虹桥,40000G1450R
G146,上海虹桥-北京南,l0000G146F1
G147,北京南-上海虹桥,40000G1470G
G148,上海虹桥-北京南,l0000G148D0
G149,北京南-上海虹桥,40000G14919
G150,上海虹桥-北京南,l0000G15062
G151,北京南-上海虹桥,40000G1512P
G152,上海虹桥-北京南,l0000G152E0
G153,北京南-上海虹桥,40000G1530I
G154,上海虹桥-北京南,l0000G154A0
G155,北京南-嘉兴南,40000G15521
G157,北京南-上海虹桥,40000G1570Q
G158,上海虹桥-北京南,l0000G158F0
G159,北京南-上海虹桥,40000G1592U
G161,北京南-安庆,40000G1610B
G162,安庆-北京南,90000G16243
G163,北京南-苍南,40000G1630I
G164,苍南-北京南,j0000G16422
G165,北京南-绍兴北,40000G1650S
G166,绍兴北-北京南,t0000G16610
G167,北京南-温州南,40000G1670C
G168,温州南-北京南,j0000G16830
G169,北京南-上海虹桥,40000G16904
G170,上海虹桥-北京南,l0000G17006
G171,天津西-青岛,50000G1710K
G172,青岛-天津西,90000G1720B
G173,天津西-青岛,50000G1730B
G174,青岛-天津西,90000G17403
G176,潍坊-北京南,90000G17605
G177,北京南-青岛北,40000G1770E
G178,青岛-北京南,90000G17808
G179,北京南-青岛,40000G1790B
G180,青岛北-北京南,90000G18007
G181,北京南-青岛,40000G1810L
G182,青岛-北京南,90000G18207
G183,北京南-青岛,40000G1830G
G184,青岛-北京南,90000G18407
G185,北京南-青岛,40000G1850G
G186,青岛-北京南,90000G1860F
G187,北京南-青岛北,40000G1870K
G188,青岛-北京南,90000G1880C
G189,北京南-青岛,40000G1890J
G190,青岛-北京南,90000G1900B
G191,北京南-青岛,40000G1910J
G192,青岛北-北京南,90000G1920D
G193,北京南-青岛,40000G1930F
G194,青岛-北京南,90000G1940J
G195,北京南-青岛,40000G1950N
G196,青岛-北京南,90000G1960E
G197,北京南-青岛,40000G1970F
G198,青岛-北京南,90000G19809
G199,北京南-青岛,40000G1990B
G201,北京南-淮北,40000G2010U
G202,淮北-北京南,30000G20240
G203,北京南-南京南,40000G2030H
G204,南京南-北京南,l0000G204B0
G205,北京南-青岛北,40000G20500
G206,青岛北-北京南,90000G20601
G207,北京南-徐州东,40000G2070G
G208,徐州东-北京南,l0000G20851
G209,北京南-青岛北,40000G20900
G210,青岛北-北京南,90000G21000
G211,天津西-上海虹桥,50000G21117
G212,上海虹桥-天津西,l0000G21231
G213,天津西-上海虹桥,50000G2130Q
G214,上海虹桥-天津西,l0000G214D1
G215,天津西-上海虹桥,50000G2150T
G216,上海虹桥-天津西,l0000G21680
G217,北京南-沈阳北,40000G21708
G218,沈阳北-北京南,20000G21802
G219,北京南-沈阳南,40000G2190F
G220,沈阳南-北京南,20000G22005
G221,青岛-上海虹桥,90000G22430
G222,上海-青岛北,50000G22220
G223,上海-青岛北,50000G22220
G224,青岛-上海虹桥,90000G22430
G225,青岛北-上海虹桥,90000G22830
G226,上海虹桥-青岛,l0000G226J1
G227,上海虹桥-青岛,l0000G226J1
G228,青岛北-上海虹桥,90000G22830
G229,青岛-上海虹桥,90000G2320K
G230,上海虹桥-青岛,l0000G23062
G231,上海虹桥-青岛,l0000G23062
G232,青岛-上海虹桥,90000G2320K
G233,青岛-上海,90000G2360B
G234,上海虹桥-青岛,l0000G23472
G235,上海虹桥-青岛,l0000G23472
G236,青岛-上海,90000G2360B
G237,北京南-沈阳南,40000G23706
G238,沈阳南-北京南,20000G23802
G239,北京南-吉林,40000G2390E
G240,吉林-北京南,80000G24004
G241,青岛-厦门,90000G24430
G242,厦门-青岛,80000G24200
G243,厦门-青岛,80000G24200
G244,青岛-厦门,90000G24430
G245,青岛-合肥南,90000G2480B
G246,合肥南-青岛,i0000G24631
G247,合肥南-青岛,i0000G24631
G248,青岛-合肥南,90000G2480B
G253,青岛-杭州,90000G25610
G254,杭州-青岛,60000G25470
G255,杭州-青岛,60000G25470
G256,青岛-杭州,90000G25610
G257,青岛-武汉,90000G26007
G258,武汉-青岛,e0000G25808
G259,武汉-青岛,e0000G25808
G260,青岛-武汉,90000G26007
G261,北京南-六安,40000G2610H
G262,合肥南-北京南,i0000G26230
G263,北京南-合肥南,40000G2630J
G264,合肥南-北京南,i0000G26420
G265,北京南-黄山北,40000G2650J
G266,六安-北京南,30000G266A0
G267,北京南-合肥南,40000G2670J
G269,北京南-合肥南,40000G2690X
G270,黄山北-北京南,20000G27024
G272,黄山北-北京南,20000G27200
G275,青岛-广州南,90000G2780E
G276,广州南-青岛,c0000G2760G
G277,广州南-青岛,c0000G2760G
G278,青岛-广州南,90000G2780E
G279,济南西-深圳北,p0000G2790A
G280,深圳北-济南西,i0000G28006
G281,青岛-杭州,90000G2840D
G282,杭州-青岛,60000G28250
G283,杭州-青岛,60000G28250
G284,青岛-杭州,90000G2840D
G285,济南西-昆明南,p0000G28508
G286,昆明南-济南西,00000G28603
G287,青岛-长沙南,90000G2900G
G288,长沙南-青岛,c0000G2880I
G289,长沙南-青岛,c0000G2880I
G290,青岛-长沙南,90000G2900G
G291,长沙南-天津,c0000G29409
G292,天津-长沙南,50000G2920C
G293,天津-长沙南,50000G2920C
G294,长沙南-天津,c0000G29409
G297,济南东-上海虹桥,70000G30001
G298,上海虹桥-济南东,l0000G29882
G299,上海虹桥-济南东,l0000G29882
G300,济南东-上海虹桥,70000G30001
G301,北京南-福州南,40000G3010A
G302,福州-北京南,80000G3020I
G303,北京南-福州,40000G30309
G304,福州-北京南,80000G3040D
G305,天津西-香港西九龙,50000G30500
G307,北京西-成都东,40000G3070M
G308,成都东-北京西,60000G3080D
G309,北京西-重庆北,40000G3090I
G310,南充北-北京西,60000G31002
G311,昆明南-香港西九龙,00000G31402
G314,昆明南-香港西九龙,00000G31402
G315,青岛-重庆北,90000G3180A
G316,重庆北-青岛,70000G31602
G317,重庆北-青岛,70000G31602
G318,青岛-重庆北,90000G3180A
G319,重庆西-香港西九龙,70000G31900
G322,厦门北-北京南,n0000G3220G
G323,北京南-厦门北,40000G3230M
G324,厦门北-北京南,n0000G3240I
G325,北京南-厦门北,40000G3250F
G331,北京南-济南西,40000G33109
G333,北京南-济南西,40000G33306
G334,济南-北京南,70000G33404
G336,济南西-北京南,p0000G33602
G337,北京南-济南西,40000G33706
G338,泰安-北京南,p0000G33803
G341,北京南-济南西,40000G34101
G345,济南西-福州,p0000G3450V
G348,福州-济南西,80000G3480V
G349,北京西-成都东,40000G34902
G350,成都东-北京西,60000G35001
G351,北京南-黄山北,40000G3510E
G352,黄山北-北京南,20000G35260
G355,北京南-厦门北,40000G3550M
G356,厦门北-北京南,n0000G3560I
G359,西安北-上海虹桥,f0000G36204
G360,上海虹桥-西安北,l0000G36006
G361,上海虹桥-西安北,l0000G36006
G362,西安北-上海虹桥,f0000G36204
G363,天津西-武汉,50000G36306
G366,武汉-天津西,e0000G36606
G367,郑州-上海虹桥,80000G37003
G368,上海虹桥-郑州东,l0000G36802
G369,上海虹桥-郑州东,l0000G36802
G370,郑州-上海虹桥,80000G37003
G373,天津西-哈尔滨西,50000G3730H
G374,哈尔滨西-天津西,h0000G37409
G377,大连北-北京南,g0000G37702
G378,北京南-大连北,40000G37905
G379,北京南-大连北,40000G37905
G380,大连北-北京南,g0000G37702
G381,北京南-哈尔滨西,40000G3810E
G382,哈尔滨西-北京南,h0000G3820C
G383,北京南-吉林,40000G3830K
G384,吉林-北京南,80000G3840D
G385,大连北-北京南,g0000G3850C
G386,北京南-大连北,40000G3870C
G387,北京南-大连北,40000G3870C
G388,大连北-北京南,g0000G3850C
G389,大连北-济南西,g0000G3890B
G390,济南西-大连北,p0000G39008
G391,济南西-大连北,p0000G39008
G392,大连北-济南西,g0000G3890B
G393,北京南-牡丹江,40000G3930E
G394,牡丹江-北京南,30000G39402
G395,北京南-丹东,40000G39508
G396,丹东-北京南,20000G39607
G397,北京南-丹东,40000G3970H
G398,丹东-北京南,20000G39806
G399,北京南-长春西,40000G39910
G400,长春西-北京南,g0000G40000
G401,北京西-贵阳北,40000G4010B
G402,贵阳北-北京西,80000G40205
G403,北京西-昆明南,40000G40307
G404,昆明南-北京西,00000G40403
G405,北京西-昆明南,40000G40508
G406,昆明南-北京西,00000G40604
G411,北京南-上海虹桥,40000G4110H
G412,上海虹桥-北京南,l0000G41262
G417,南宁东-香港西九龙,10000G41700
G421,北京西-南宁东,40000G4210P
G422,南宁东-北京西,10000G42208
G423,石家庄-南宁东,60000G4230F
G424,南宁东-石家庄,10000G42407
G425,郑州东-桂林北,80000G4250G
G426,桂林北-郑州东,10000G42610
G427,北京西-兰州西,40000G42705
G428,兰州西-北京西,d0000G42800
G429,北京西-兰州西,40000G4290E
G430,兰州西-北京西,d0000G43006
G431,武汉-南宁东,e0000G43109
G432,南宁东-武汉,10000G4320B
G435,武汉-南宁东,e0000G43502
G436,柳州-武汉,10000G43602
G451,青岛-徐州东,90000G4540T
G452,徐州东-青岛,l0000G452B0
G453,徐州东-青岛,l0000G452B0
G454,青岛-徐州东,90000G4540T
G455,荣成-上海虹桥,90000G45808
G456,上海虹桥-荣成,l0000G45640
G457,上海虹桥-荣成,l0000G45640
G458,荣成-上海虹桥,90000G45808
G459,烟台-上海虹桥,90000G46209
G460,上海虹桥-烟台,l0000G46091
G461,上海虹桥-烟台,l0000G46091
G462,烟台-上海虹桥,90000G46209
G469,北京南-威海,40000G46906
G470,威海-北京南,90000G47002
G471,北京南-烟台,40000G4710E
G472,烟台-北京南,90000G47209
G473,北京南-烟台,40000G4730A
G474,烟台-北京南,90000G47404
G475,北京南-荣成,40000G4750E
G476,荣成-北京南,90000G4760B
G478,荣成-北京南,90000G47800
G481,北京南-盐城北,40000G48109
G482,盐城北-北京南,f0000G48201
G487,北京西-南昌西,40000G4870F
G488,南昌西-北京西,u0000G48801
G491,北京西-南昌西,40000G4910M
G492,南昌西-北京西,u0000G49209
G495,大连北-北京南,g0000G49501
G496,北京南-大连北,40000G49702
G497,北京南-大连北,40000G49702
G498,大连北-北京南,g0000G49501
G502,长沙南-北京西,c0000G5020A
G503,北京西-长沙南,40000G50309
G505,北京西-长沙南,40000G50507
G506,长沙南-北京西,c0000G5060H
G507,北京西-汉口,40000G5070C
G508,汉口-北京西,90000G50802
G509,北京西-汉口,40000G5090E
G510,武汉-北京西,e0000G51024
G511,北京西-汉口,40000G5110K
G512,汉口-北京西,90000G51206
G516,武汉-北京西,e0000G51602
G517,北京西-武汉,40000G51724
G518,汉口-北京西,90000G51804
G519,北京西-武汉,40000G5191E
G520,汉口-北京西,90000G5200A
G521,北京西-汉口,40000G5210D
G524,汉口-北京西,90000G52403
G525,北京西-汉口,40000G52509
G527,北京西-武汉,40000G5270H
G528,武汉-北京西,e0000G5284G
G529,北京西-北海,40000G5290M
G530,北海-北京西,30000G53003
G531,石家庄-深圳北,60000G5310N
G532,深圳北-石家庄,i0000G5320C
G533,北京西-邵阳,40000G53310
G534,长沙南-北京西,c0000G53405
G535,长沙南-桂林北,c0000G5350A
G536,桂林北-长沙南,10000G53610
G537,长沙南-桂林北,c0000G53710
G538,桂林北-长沙南,10000G53809
G539,长沙南-南宁东,c0000G53901
G540,南宁东-长沙南,10000G54002
G541,郑州东-广州南,80000G54108
G542,珠海-郑州东,e0000G54204
G544,广州南-郑州东,c0000G5440S
G545,郑州东-珠海,80000G5450B
G546,广州南-郑州东,c0000G5460G
G547,郑州东-广州南,80000G54709
G548,广州南-郑州东,c0000G5480F
G551,漯河西-深圳北,90000G5510E
G552,广州南-信阳东,c0000G55208
G553,信阳东-广州南,90000G55308
G554,深圳北-漯河西,i0000G55405
G555,北京西-宜昌东,40000G55508
G556,宜昌东-北京西,20000G5560B
G561,北京西-郑州东,40000G5610G
G562,许昌东-北京西,80000G56206
G563,北京西-郑州东,40000G5630H
G564,洛阳龙门-北京西,b0000G5640E
G565,北京西-郑州东,40000G5650E
G567,北京西-郑州东,40000G5670I
G571,北京西-重庆西,40000G5710X
G572,黄冈东-北京西,90000G57207
G573,北京西-黄冈东,40000G5730T
G574,重庆西-北京西,70000G57401
G575,长沙南-上海虹桥,c0000G5780A
G576,上海虹桥-长沙南,l0000G57681
G577,上海虹桥-长沙南,l0000G57681
G578,长沙南-上海虹桥,c0000G5780A
G579,南京南-长沙南,l0000G57924
G580,长沙南-南京南,c0000G5800A
G581,武汉-宁波,e0000G5840A
G582,宁波-武汉,e0000G58260
G583,宁波-武汉,e0000G58260
G584,武汉-宁波,e0000G5840A
G585,北京西-武汉,40000G5850N
G586,武汉-北京西,e0000G5860F
G587,北京西-武汉,40000G5870G
G588,武汉-北京西,e0000G58806
G589,汉口-温州南,90000G5920B
G590,温州南-武汉,j0000G59020
G591,温州南-武汉,j0000G59020
G592,汉口-温州南,90000G5920B
G593,武汉-杭州东,e0000G59607
G594,杭州东-武汉,60000G59461
G595,杭州东-武汉,60000G59461
G596,武汉-杭州东,e0000G59607
G597,武汉-上海虹桥,e0000G6000A
G598,上海虹桥-汉口,l0000G59840
G599,上海虹桥-汉口,l0000G59840
G600,武汉-上海虹桥,e0000G6000A
G601,北京西-太原南,40000G6010H
G602,太原南-北京西,70000G60220
G603,北京西-太原南,40000G6030E
G604,太原南-北京西,70000G60413
G605,北京西-永济北,40000G6050D
G606,太原南-北京西,70000G60613
G607,北京西-太原南,40000G6070A
G609,北京西-太原南,40000G6090B
G610,太原南-北京西,70000G61017
G611,北京西-太原南,40000G6110P
G612,太原南-北京西,70000G61218
G613,北京西-太原南,40000G6130F
G614,太原南-北京西,70000G61420
G615,北京西-太原南,40000G6150C
G616,永济北-北京西,70000G61639
G618,太原南-北京西,70000G61807
G619,北京西-太原南,40000G61905
G620,太原南-北京西,70000G62004
G621,北京西-太原南,40000G62105
G622,太原南-北京西,70000G62210
G623,北京西-太原南,40000G62307
G624,太原南-北京西,70000G62415
G625,北京西-太原南,40000G62508
G626,太原南-北京西,70000G62605
G627,北京西-运城北,40000G6270C
G628,运城北-北京西,70000G62832
G629,北京西-太原南,40000G62904
G630,太原南-北京西,70000G63001
G631,南昌西-广州南,u0000G6310A
G632,广州南-南昌西,c0000G6320A
G633,九江-深圳北,70000G63306
G634,深圳北-九江,i0000G63408
G635,合肥南-广州南,i0000G63562
G636,广州南-合肥南,c0000G6360C
G637,南昌西-深圳北,u0000G63709
G638,深圳北-南昌西,i0000G6380B
G639,兰州西-南昌西,d0000G64201
G640,南昌西-兰州西,u0000G64003
G641,南昌西-兰州西,u0000G64003
G642,兰州西-南昌西,d0000G64201
G645,南昌西-广州南,u0000G64520
G646,广州南-南昌西,c0000G64607
G649,合肥南-广州南,i0000G64901
G650,广州南-合肥南,c0000G65001
G651,北京西-西安北,40000G6510O
G652,西安北-北京西,f0000G6520C
G653,北京西-西安北,40000G6530G
G655,北京西-西安北,40000G6550E
G656,西安北-北京西,f0000G6560L
G658,西安北-北京西,f0000G65813
G659,北京西-西安北,40000G6590M
G660,西安北-北京西,f0000G6600J
G661,北京西-西安北,40000G6610K
G663,北京西-西安北,40000G6630D
G664,西安北-北京西,f0000G6640I
G665,北京西-西安北,40000G6650I
G666,西安北-北京西,f0000G6660M
G667,北京西-西安北,40000G66711
G668,西安北-北京西,f0000G6681B
G670,西安北-北京西,f0000G6700E
G671,北京西-宝鸡南,40000G67114
G672,宝鸡南-北京西,g0000G6720E
G673,北京西-宝鸡南,40000G6730C
G674,宝鸡南-北京西,g0000G67410
G675,武汉-上海虹桥,e0000G67808
G676,上海虹桥-武汉,l0000G67670
G677,上海虹桥-武汉,l0000G67670
G678,武汉-上海虹桥,e0000G67808
G681,原平西-北京西,70000G68111
G682,北京西-原平西,40000G68301
G683,北京西-原平西,40000G68301
G684,原平西-北京西,70000G68111
G685,太原南-郑州东,70000G68804
G686,郑州东-太原南,80000G68620
G687,郑州东-太原南,80000G68620
G688,太原南-郑州东,70000G68804
G691,太原南-武汉,70000G69404
G692,武汉-太原南,e0000G69206
G693,武汉-太原南,e0000G69206
G694,太原南-武汉,70000G69404
G695,太原南-长沙南,70000G69802
G696,长沙南-太原南,c0000G69601
G697,长沙南-太原南,c0000G69601
G698,太原南-长沙南,70000G69802
G701,大连北-哈尔滨西,g0000G70108
G702,哈尔滨西-大连北,h0000G70208
G703,大连北-大庆东,g0000G70310
G704,哈尔滨西-大连北,h0000G70404
G705,大连北-哈尔滨西,g0000G70509
G706,哈尔滨西-大连北,h0000G70606
G707,大连北-牡丹江,g0000G70706
G708,哈尔滨西-大连北,h0000G70805
G709,大连北-哈尔滨西,g0000G70907
G710,哈尔滨西-大连北,h0000G71004
G711,大连北-齐齐哈尔南,g0000G71107
G712,哈尔滨西-大连北,h0000G71204
G713,大连北-哈尔滨西,g0000G71305
G714,绥芬河-大连北,30000G71402
G716,牡丹江-大连北,30000G71600
G717,大连北-绥芬河,g0000G71708
G718,佳木斯-大连北,20000G71802
G719,大连北-哈尔滨西,g0000G71906
G720,哈尔滨西-大连北,h0000G72004
G722,齐齐哈尔南-大连北,40000G72201
G723,大连北-佳木斯,g0000G72308
G724,哈尔滨西-大连北,h0000G72407
G725,大连北-哈尔滨西,g0000G72508
G727,大连北-哈尔滨西,g0000G7270D
G728,哈尔滨西-大连北,h0000G72805
G729,大连北-哈尔滨西,g0000G7290A
G730,哈尔滨西-大连北,h0000G73005
G731,大连北-哈尔滨西,g0000G73108
G752,佳木斯-沈阳北,20000G75202
G753,沈阳北-佳木斯,20000G75309
G754,佳木斯-沈阳北,20000G75400
G755,沈阳北-佳木斯,20000G75510
G763,盘锦-哈尔滨西,50000G76306
G764,哈尔滨西-盘锦,h0000G76404
G765,大连北-齐齐哈尔南,g0000G76502
G766,齐齐哈尔南-大连北,40000G76601
G767,大连北-齐齐哈尔,g0000G76702
G768,齐齐哈尔-大连北,40000G76802
G769,大连北-哈尔滨西,g0000G76900
G770,大庆东-大连北,40000G77000
G771,大连北-佳木斯,g0000G77101
G772,佳木斯-大连北,20000G77202
G781,庄河北-哈尔滨西,n0000G78102
G782,哈尔滨西-庄河北,h0000G7820B
G783,哈尔滨西-庄河北,h0000G7820B
G784,庄河北-哈尔滨西,n0000G78102
G785,丹东-齐齐哈尔南,20000G78810
G786,齐齐哈尔南-丹东,40000G78600
G787,齐齐哈尔南-丹东,40000G78600
G788,丹东-齐齐哈尔南,20000G78810
G801,北京西-商丘,40000G80105
G802,郑州-北京西,80000G80203
G804,北京西-商丘,40000G80105
G805,北京西-郑州东,40000G80510
G806,郑州-北京西,80000G80602
G807,北京西-郑州东,40000G80710
G808,洛阳龙门-北京西,b0000G80800
G817,西安北-深圳北,f0000G8200H
G818,深圳北-西安北,i0000G8180E
G819,深圳北-西安北,i0000G8180E
G820,西安北-深圳北,f0000G8200H
G821,西安北-深圳北,f0000G8240N
G822,深圳北-西安北,i0000G8220J
G823,深圳北-西安北,i0000G8220J
G824,西安北-深圳北,f0000G8240N
G825,西安北-深圳北,f0000G8280S
G826,深圳北-西安北,i0000G8260C
G827,深圳北-西安北,i0000G8260C
G828,西安北-深圳北,f0000G8280S
G831,兰州西-广州南,d0000G83408
G832,广州南-西安北,c0000G8320G
G833,广州南-西安北,c0000G8320G
G834,兰州西-广州南,d0000G83408
G835,西安北-广州南,f0000G8380H
G836,广州南-西安北,c0000G8360E
G837,广州南-西安北,c0000G8360E
G838,西安北-广州南,f0000G8380H
G839,西安北-深圳北,f0000G8420P
G840,深圳北-西安北,i0000G84001
G841,深圳北-西安北,i0000G84001
G842,西安北-深圳北,f0000G8420P
G843,兰州西-广州南,d0000G84601
G844,广州南-兰州西,c0000G84417
G845,广州南-兰州西,c0000G84417
G846,兰州西-广州南,d0000G84601
G847,洛阳龙门-广州南,b0000G8500A
G850,洛阳龙门-广州南,b0000G8500A
G851,兰州西-武汉,d0000G85403
G852,武汉-兰州西,e0000G85205
G853,武汉-兰州西,e0000G85205
G854,兰州西-武汉,d0000G85403
G855,西安北-武汉,f0000G8580U
G856,武汉-西安北,e0000G8560E
G857,武汉-西安北,e0000G8560E
G858,西安北-武汉,f0000G8580U
G859,西安北-福州,f0000G86207
G860,福州-西安北,80000G86005
G861,福州-西安北,80000G86005
G862,西安北-福州,f0000G86207
G863,兰州西-长沙南,d0000G86632
G864,长沙南-兰州西,c0000G86406
G865,长沙南-兰州西,c0000G86406
G866,兰州西-长沙南,d0000G86632
G867,西安北-温州南,f0000G87003
G868,温州南-西安北,j0000G86820
G869,温州南-西安北,j0000G86820
G870,西安北-温州南,f0000G87003
G1001,武汉-深圳北,e000G10010D
G1002,深圳北-武汉,i000G10020C
G1003,武汉-深圳北,e000G10030G
G1004,深圳北-武汉,i000G10040A
G1005,武汉-深圳北,e000G10050H
G1006,深圳北-武汉,i000G10060B
G1007,武汉-深圳北,e000G10070G
G1008,深圳北-武汉,i000G10080G
G1009,武汉-深圳北,e000G10090F
G1010,深圳北-武汉,i000G10100D
G1012,深圳北-武汉,i000G101209
G1013,武汉-深圳北,e000G10130D
G1014,深圳北-武汉,i000G10140B
G1015,武汉-深圳北,e000G10150C
G1017,武汉-深圳北,e000G10170B
G1019,武汉-深圳北,e000G101909
G1020,深圳北-武汉,i000G10200B
G1021,武汉-深圳北,e000G10210D
G1022,深圳北-武汉,i000G102209
G1028,深圳北-宜昌东,i000G102802
G1029,深圳北-宜昌东,i000G102802
G1031,宜昌东-深圳北,2000G103409
G1032,深圳北-宜昌东,i000G10320B
G1033,深圳北-宜昌东,i000G10320B
G1034,宜昌东-深圳北,2000G103409
G1035,宜昌东-深圳北,2000G103803
G1036,深圳北-宜昌东,i000G103602
G1037,深圳北-宜昌东,i000G103602
G1038,宜昌东-深圳北,2000G103803
G1102,广州南-武汉,c000G11020Q
G1103,武汉-广州南,e000G11030N
G1105,武汉-广州南,e000G11050E
G1108,广州南-武汉,c000G11080P
G1109,武汉-广州南,e000G11090D
G1110,广州南-武汉,c000G11100E
G1112,广州南-武汉,c000G11120K
G1113,南京南-广州南,l000G111323
G1114,广州南-武汉,c000G11140N
G1117,武汉-广州南,e000G11170E
G1120,广州南-武汉,c000G11200G
G1122,广州南-武汉,c000G11220N
G1123,武汉-广州南,e000G11230B
G1125,武汉-广州南,e000G112508
G1127,武汉-广州南,e000G112709
G1128,广州南-南京南,c000G11280A
G1129,武汉-广州南,e000G11290A
G1130,广州南-武汉,c000G11300E
G1133,武汉-广州南,e000G11330B
G1134,广州南-武汉,c000G11340A
G1135,武汉-广州南,e000G11350G
G1136,广州南-武汉,c000G11360I
G1138,广州南-武汉,c000G11380E
G1140,广州南-武汉,c000G11400G
G1143,武汉-广州南,e000G11430F
G1145,宜昌东-广州南,2000G114808
G1146,广州南-宜昌东,c000G114608
G1147,广州南-宜昌东,c000G114608
G1148,宜昌东-广州南,2000G114808
G1151,汉口-广州南,9000G115404
G1152,广州南-汉口,c000G115205
G1153,广州南-汉口,c000G115205
G1154,汉口-广州南,9000G115404
G1155,黄冈东-广州南,9000G115805
G1156,广州南-黄冈东,c000G11560E
G1157,广州南-黄冈东,c000G11560E
G1158,黄冈东-广州南,9000G115805
G1161,武汉-广州南,e000G116102
G1162,广州南-武汉,c000G11620A
G1165,宜昌东-广州南,2000G116807
G1168,宜昌东-广州南,2000G116807
G1201,上海虹桥-哈尔滨西,l000G120443
G1202,哈尔滨西-上海虹桥,h000G12020A
G1203,哈尔滨西-上海虹桥,h000G12020A
G1204,上海虹桥-哈尔滨西,l000G120443
G1205,青岛北-哈尔滨西,9000G120809
G1206,哈尔滨西-青岛北,h000G12060B
G1207,哈尔滨西-青岛北,h000G12060B
G1208,青岛北-哈尔滨西,9000G120809
G1211,上海虹桥-长春西,l000G1214A0
G1212,长春西-上海虹桥,g000G121200
G1213,长春西-上海虹桥,g000G121200
G1214,上海虹桥-长春西,l000G1214A0
G1215,沈阳-长沙南,2000G121804
G1216,长沙南-沈阳,c000G121608
G1217,长沙南-沈阳,c000G121608
G1218,沈阳-长沙南,2000G121804
G1221,宁波-沈阳北,e000G122401
